ADDRESS,Zip Code,phase
175 EMBER TRL,05733,pending
908 MAPLE ST,05769,pending
17 CREAMERY RD,05456,pending
23 PLANK RD,05491,pending
29 GREEN ST,05491,pending
1657 US ROUTE 7,05733,pending
7 GREEN MEADOW ACRES,05491,pending
272 MAIN ST,05491,pending
14 NORTH ST,05491,pending
510 ROUND BARN RD,05456,pending
1089 MAPLE ST,05769,pending
14 THOMAS CIR,05491,pending
3419 SAND RD,05456,pending
15 THIRD ST,05491,pending
197 BAY SHORE DR,05769,pending
127 FOX LN,05733,pending
10 COMFORT HL,05491,pending
376 US ROUTE 7,05733,pending
56 MAIN ST,05491,pending
100 MACDONOUGH DR,05491,pending
28 MONKTON RD,05491,pending
121 MOUNTAINVIEW DR,05733,pending
2 ICE HOUSE CT,05491,pending
403 SAND RD,05456,pending
490 DELORM RD,05733,pending
100 MACDONOUGH DR,05491,pending
990 HAWKINS RD,05456,pending
790 JOCKEY LN,05473,pending
42 MONKTON RD,05491,pending
2063 WEST SHORE RD,05733,pending
115 STONEBROKE RD,05733,pending
156 S MAPLE ST,05491,pending
29 MAPLE MNR,05491,pending
515 DAKIN RD,05456,pending
15 MEADOW LN,05491,pending
1882 LAKE DUNMORE RD,05769,pending
54 NEW HAVEN RD,05491,pending
913 MIDDLEBROOK RD,05456,pending
466 HAWKINS RD,05456,pending
14 COMFORT HL,05491,pending
81 ROGERS RD,05769,pending
154 S MAPLE ST,05491,pending
100 S MAPLE ST,05491,pending
916 ROUTE 66,05491,pending
1026 ECHO RD,05743,pending
72 HOLLY LN,05733,pending
242 PINE LN,05769,pending
356 WEST SHORE RD,05769,pending
2437 MIDDLEBROOK RD,05456,pending
72 MACDONOUGH DR,05491,pending
517 COMMODORE DR,05491,pending
101 HENRYS WAY,05456,pending
461 RUSTIC LN,05769,pending
187 MAIN ST,05491,pending
520 ROUND BARN RD,05456,pending
275 MAIN ST,05491,pending
75 PLANK RD,05491,pending
572 KELSEY LN,05769,pending
273 LAKEVIEW DR,05733,pending
1152 LAKE DUNMORE RD,05733,pending
39 BOOTH WOODS,05491,pending
853 MAPLE ST,05769,pending
113 MONKTON RD,05491,pending
407 LITTLE CHICAGO RD,05456,pending
2288 US ROUTE 7,05733,pending
27 SECOND ST,05491,pending
1094 WEST SHORE RD,05769,pending
181 S MAPLE ST,05491,pending
192 S MAPLE ST,05491,pending
8 HOPKINS RD,05491,pending
16 NEW HAVEN RD,05491,pending
95 DUNMORE ACRES DR,05733,pending
36 W MAIN ST,05491,pending
30 OAK LN,05769,pending
25 MONKTON RD,05491,pending
3051 US ROUTE 7,05456,pending
3101 LAKE DUNMORE RD,05733,pending
16 HIGH MANOR PARK,05491,pending
48 NUTHATCH LN,05743,pending
9 MEADOW LN,05491,pending
573 FERN LAKE RD,05733,pending
20 HIDDEN MEADOWS LN,05472,pending
1498 DELORM RD,05733,pending
1787 US ROUTE 7,05769,pending
5335 US ROUTE 7,05456,pending
24 MEADOW LN,05491,pending
2479 US ROUTE 7,05456,pending
2149 SMEAD RD,05769,pending
588 FERN LAKE RD,05733,pending
38 BURROUGHS FARM RD,05491,pending
1108 SATTERLY RD,05456,pending
217 WINDING WAY,05733,pending
69 MAIN ST,05491,pending
329 TOW PATH LN,05456,pending
448 WEST SHORE RD,05769,pending
124 PANTON RD,05491,pending
1945 LAKE DUNMORE RD,05769,pending
1147 GREEN ST,05491,pending
15 BOOTH WOODS,05491,pending
87 PINE LN,05769,pending
28 FIRST ST,05491,pending
313 MOUNTAINVIEW DR,05733,pending
10 MOOSALAMOO CLUB RD,05769,pending
286 MOUNTAINVIEW DR,05733,pending
186 MAIN ST,05491,pending
96 GLORY LN,05733,pending
11 MACDONOUGH DR,05491,pending
1122 FERN LAKE RD,05733,pending
55 MACDONOUGH DR,05491,pending
50 MAIN ST,05491,pending
63 BAY SHORE DR,05769,pending
59 LAKE DUNMORE RD,05769,pending
514 INDIAN TRL,05733,pending
745 SHACKETT RD,05733,pending
1351 US ROUTE 7,05733,pending
12 UNION ST,05491,pending
24 NUTMEG LN,05769,pending
494 LEICESTER WHITING RD,05733,pending
3177 HAWKINS RD,05456,pending
194 GREEN ST,05491,pending
33 SAGE CT,05733,pending
1267 LAKE DUNMORE RD,05733,pending
235 JENNA LN,05778,pending
33 SUNSET PT,05733,pending
8 SUNSET DR,05491,pending
450 WEST SHORE RD,05769,pending
131 LEICESTER WHITING RD,05778,pending
93 MACDONOUGH DR,05491,pending
564 INDIAN TRL,05733,pending
31 BURROUGHS FARM RD,05491,pending
579 DAKIN RD,05456,pending
211 EMBER TRL,05733,pending
51 GREEN ST,05491,pending
114 PANTON RD,05491,pending
3279 US ROUTE 7,05456,pending
5 THIRD ST,05491,pending
44 NUTMEG LN,05769,pending
20 EAST ST,05491,pending
75 MAIN ST,05491,pending
98 W MAIN ST,05491,pending
718 WEST SHORE RD,05769,pending
214 RABBIT RUN,05456,pending
110 MACDONOUGH DR,05491,pending
41 BOWMAN RD,05491,pending
27 BOOTH WOODS,05491,pending
1309 LITTLE CHICAGO RD,05456,pending
20 S MAPLE ST,05491,pending
1021 SATTERLY RD,05456,pending
126 W MAIN ST,05491,pending
3982 US ROUTE 7,05456,pending
19 SCOVEL LN,05491,pending
34 NORTH ST,05491,pending
1602 US ROUTE 7,05733,pending
183 LAKE DUNMORE RD,05733,pending
96 MARSH HILL RD,05491,pending
20 BOWMAN RD,05491,pending
3394 US ROUTE 7,05456,pending
151 OAK HILL LN,05733,pending
2 COVENTRY LN,05491,pending
803 FERN LAKE RD,05733,pending
931 SHACKETT RD,05733,pending
380 SATTERLY RD,05491,pending
1129 SATTERLY RD,05456,pending
379 SAND RD,05456,pending
141 MAIN ST,05491,pending
1 ADELE DR,05491,pending
99 HENRYS WAY,05456,pending
90 MAIN ST,05491,pending
821 ROUTE 66,05491,pending
3795 US ROUTE 7,05456,pending
968 MAPLE ST,05769,pending
100 MACDONOUGH DR,05491,pending
861 MONKTON RD,05491,pending
55 EAST ST,05491,pending
3015 LIME KILN RD,05472,pending
12 THOMAS CIR,05491,pending
18 YOUNG RD,05733,pending
65 S WATER ST,05491,pending
89 W MAIN ST,05491,pending
4263 US ROUTE 7,05456,pending
140 S MAPLE ST,05491,pending
231 WINDING WAY,05733,pending
111 MIDDLEBROOK RD,05456,pending
454 WEST SHORE RD,05769,pending
81 S WATER ST,05491,pending
186 CRAM RD,05733,pending
125 MAIN ST,05491,pending
47 BOOTH WOODS,05491,pending
2459 US ROUTE 7,05733,pending
455 PLANK RD,05491,pending
34 FIRST ST,05491,pending
130 GREEN ST,05491,pending
100 MACDONOUGH DR,05491,pending
17 BOWMAN RD,05491,pending
1970 LAKE DUNMORE RD,05733,pending
1958 LAKE DUNMORE RD,05769,pending
145 GREEN MEADOW LN,05743,pending
66 MEIGS RD,05491,pending
187 HENRYS WAY,05456,pending
5 GREEN ST,05491,pending
229 MAIN ST,05491,pending
1815 LAKE DUNMORE RD,05769,pending
4 MEADOW LN,05491,pending
977 S MIDDLEBROOK RD,05491,pending
3402 US ROUTE 7,05456,pending
23 N MAIN ST,05778,pending
1052 GREENBUSH RD,05743,pending
2042 LAKE DUNMORE RD,05733,pending
24 BRIDLE PATH LN,05778,pending
178 PINE LN,05769,pending
85 COMMODORE DR,05491,pending
69 PINE LN,05769,pending
158 S MAPLE ST,05491,pending
50 ARMORY LN,05491,pending
791 DAKIN RD,05456,pending
10 FIRST ST,05491,pending
7 MAPLE MNR,05491,pending
172 WHEELER RD,05733,pending
314 MOUNTAINVIEW DR,05733,pending
15 MAIN ST,05491,pending
137 HIGH MANOR PARK,05491,pending
74 MEIGS RD,05491,pending
1 ICE HOUSE CT,05491,pending
82 MAIN ST,05491,pending
2956 US ROUTE 7,05456,pending
52 MAIN ST,05491,pending
172 S MAPLE ST,05491,pending
163 HIGH MANOR PARK,05491,pending
1530 HOOKER RD,05733,pending
4192 US ROUTE 7,05456,pending
265 HIDEAWAY TRL,05733,pending
164 HIGH MANOR PARK,05491,pending
1295 HOOKER RD,05733,pending
170 JENNA LN,05778,pending
796 HOOKER RD,05733,pending
3980 US ROUTE 7,05456,pending
85 S MAPLE ST,05491,pending
566 CRAM RD,05733,pending
38 BOWMAN RD,05491,pending
5014 US ROUTE 7,05456,pending
105 PANTON RD,05491,pending
781 S MIDDLEBROOK RD,05491,pending
63 W MAIN ST,05491,pending
5093 US ROUTE 7,05456,pending
157 REED RD,05491,pending
833 WEST SHORE RD,05769,pending
186 EMBER TRL,05733,pending
844 MAPLE ST,05491,pending
100 RIDGE VIEW DR,05733,pending
1011 GREENBUSH RD,05743,pending
146 HOOKER RD,05733,pending
271 BUCKWHEAT ST,05456,pending
40 FIRST ST,05491,pending
1798 MAPLE ST,05491,pending
50 HIGH MANOR PARK,05491,pending
217 GLORY LN,05733,pending
563 WESTSIDE DR,05733,pending
62 MACDONOUGH DR,05491,pending
18 MOUNTAIN VIEW LN,05491,pending
120 MAIN ST,05491,pending
83 GREEN ST,05491,pending
41 BOOTH WOODS,05491,pending
2270 US ROUTE 7,05733,pending
75 WESTSIDE DR,05733,pending
403 S MIDDLEBROOK RD,05491,pending
243 MAPLE RUN RD,05733,pending
1950 LAKE DUNMORE RD,05769,pending
32 JENNA LN,05778,pending
19 THOMAS CIR,05491,pending
159 S MAPLE ST,05491,pending
26 SCHOOL ST,05491,pending
7519 ETHAN ALLEN HWY,05472,pending
235 MAIN ST,05491,pending
118 GREEN ST,05491,pending
203 COMMODORE DR,05491,pending
14 PROSPECT ST,05491,pending
80 DUNMORE ACRES DR,05733,pending
2399 US ROUTE 7,05769,pending
3091 LAKE DUNMORE RD,05733,pending
135 FERNVILLE RD,05733,pending
187 GREEN ST,05491,pending
992 WEST SHORE RD,05769,pending
100 MACDONOUGH DR,05491,pending
129 N POND RD,05769,pending
325 HAIGIS LN,05456,pending
6 SUNSET DR,05491,pending
64 W MAIN ST,05491,pending
522 ECHO RD,05743,pending
3505 SHELLHOUSE MOUNTAIN RD,05456,pending
83 BREBEUF TER,05733,pending
7 SECOND ST,05491,pending
108 HIGH MANOR PARK,05491,pending
17 MACDONOUGH DR,05491,pending
290 WEST SHORE RD,05769,pending
91 OLD ORCHARD WAY,05456,pending
1036 WEST SHORE RD,05769,pending
521 ECHO RD,05743,pending
1674 US ROUTE 7,05733,pending
75 SATTERLY RD,05456,pending
95 S MAPLE ST,05491,pending
3 KING ST,05491,pending
1473 DELORM RD,05733,pending
60 MAIN ST,05491,pending
2085 WEST SHORE RD,05769,pending
788 MAPLE ST,05491,pending
427 POND LN,05743,pending
3 SECOND ST,05491,pending
3502 MIDDLEBROOK RD,05491,pending
1623 LAKE DUNMORE RD,05733,pending
991 INDIAN TRL,05733,pending
60 JENNA LN,05778,pending
200 INDIAN TRL,05733,pending
1342 LAKE DUNMORE RD,05733,pending
1583 US ROUTE 7,05733,pending
13 N MAIN ST,05778,pending
2266 US ROUTE 7,05733,pending
8 ICE HOUSE CT,05491,pending
116 PANTON RD,05491,pending
851 WEST SHORE RD,05769,pending
142 MOUNTAINVIEW DR,05733,pending
33 US ROUTE 7,05733,pending
23 HOPKINS RD,05491,pending
10 BOWMAN RD,05491,pending
40 W MAIN ST,05491,pending
99 PINE LN,05769,pending
346 MAIN ST,05491,pending
8 EAST ST,05491,pending
53 PINE LN,05769,pending
1 MAPLE RUN RD,05733,pending
93 HIGH MANOR PARK,05491,pending
35 MOUNTAIN VIEW LN,05491,pending
2747 LAKE DUNMORE RD,05733,pending
188 EMBER TRL,05733,pending
2078 US ROUTE 7,05733,pending
1395 LEICESTER WHITING RD,05733,pending
428 MIDDLEBROOK RD,05456,pending
511 HAWKINS RD,05456,pending
0 CANAL ST,05491,pending
33 GREEN ST,05491,pending
68 MAIN ST,05491,pending
93 W MAIN ST,05491,pending
2953 LAKE DUNMORE RD,05733,pending
60 W MAIN ST,05491,pending
1184 SHELLHOUSE MOUNTAIN RD,05456,pending
129 WILD TURKEY LN,05491,pending
140 GREEN MEADOW LN,05743,pending
403 WEST SHORE RD,05769,pending
451 RUSTIC LN,05769,pending
18 N POND RD,05769,pending
3153 US ROUTE 7,05456,pending
97 US ROUTE 7,05733,pending
219 GLORY LN,05733,pending
7 WEST ST,05491,pending
1409 HOOKER RD,05733,pending
1736 SHELLHOUSE MOUNTAIN RD,05456,pending
2911 US ROUTE 7,05456,pending
4447 US ROUTE 7,05456,pending
31 BOWMAN RD,05491,pending
5091 US ROUTE 7,05456,pending
20 MCKNIGHT LN,05491,pending
37 BOOTH WOODS,05491,pending
571 HAWKINS RD,05456,pending
1496 HOOKER RD,05733,pending
1295 LAKE DUNMORE RD,05733,pending
7 SCHOOL ST,05491,pending
15 MAPLE MNR,05491,pending
22 S WATER ST,05491,pending
31 BOOTH WOODS,05491,pending
93 DUNMORE ACRES DR,05733,pending
3 ICE HOUSE CT,05491,pending
1945 SMEAD RD,05769,pending
39 WEST ST,05491,pending
8 HILLSIDE ACRES,05491,pending
23 PINE HAVEN LN,05733,pending
190 SAND RD,05456,pending
75 MEIGS RD,05491,pending
1141 DELORM RD,05733,pending
3083 US ROUTE 7,05456,pending
60 TOWN BEACH RD,05456,pending
189 STONEBROKE RD,05733,pending
18 SCHOOL ST,05491,pending
21 MEADOW LN,05491,pending
28 OAK LN,05769,pending
1854 SMEAD RD,05769,pending
810 SWININGTON HILL RD,05778,pending
221 EMBER TRL,05733,pending
1161 ROUTE 66,05491,pending
15 VICTORY ST,05491,pending
305 WESTSIDE DR,05733,pending
683 S MIDDLEBROOK RD,05491,pending
99 S WATER ST,05491,pending
1120 SHACKETT RD,05733,pending
20 MAIN ST,05491,pending
35 BOOTH WOODS,05491,pending
2 CHURCH ST,05491,pending
53 S MAPLE ST,05491,pending
11 S MAPLE ST,05491,pending
31 N MAPLE ST,05491,pending
72 MONKTON RD,05491,pending
589 LAKE DUNMORE RD,05733,pending
17 WHITE ST,05491,pending
3715 LAKE DUNMORE RD,05733,pending
31 MAIN ST,05491,pending
3433 US ROUTE 7,05456,pending
1001 MAPLE ST,05769,pending
12 MOOSALAMOO CLUB RD,05769,pending
3555 SAND RD,05456,pending
5104 US ROUTE 7,05456,pending
446 WEST SHORE RD,05769,pending
66 S WATER ST,05491,pending
100 PANTON RD,05491,pending
3097 LAKE DUNMORE RD,05733,pending
97 GREEN ST,05491,pending
121 W MAIN ST,05491,pending
1175 US ROUTE 7,05733,pending
46 GRISWOLD LN,05760,pending
47 OAK LN,05769,pending
278 GLORY LN,05733,pending
10 SCHOOL ST,05491,pending
450 RUSTIC LN,05769,pending
13 SHORT ST,05491,pending
36 SUNSET PT,05733,pending
56 NUTMEG LN,05769,pending
113 STONEBROKE RD,05733,pending
19 HOPKINS RD,05491,pending
3235 US ROUTE 7,05456,pending
114 S MAPLE ST,05491,pending
1113 LAKE DUNMORE RD,05733,pending
1739 LAKE DUNMORE RD,05769,pending
136 MAIN ST,05491,pending
73 CHURCH ST,05491,pending
94 W MAIN ST,05491,pending
106 FERNVILLE RD,05733,pending
5089 US ROUTE 7,05456,pending
1 MOOSALAMOO CLUB RD,05769,pending
661 MIDDLEBROOK RD,05456,pending
6 ARMORY LN,05491,pending
71 SANDY POINT LN,05733,pending
151 STONEBROKE RD,05733,pending
96 MAIN ST,05491,pending
230 SHELLHOUSE MOUNTAIN RD,05456,pending
67 S MAPLE ST,05491,pending
1110 GREEN ST,05491,pending
433 RUSTIC LN,05769,pending
1494 SHACKETT RD,05733,pending
149 HIGH MANOR PARK,05491,pending
92 W MAIN ST,05491,pending
163 DELORM RD,05733,pending
2167 LAKE DUNMORE RD,05733,pending
2 THOMAS CIR,05491,pending
16 SCHOOL ST,05491,pending
735 VT ROUTE 73,05760,pending
3103 MIDDLEBROOK RD,05456,pending
151 MAIN ST,05491,pending
13 SPRING ST,05491,pending
155 WINDING WAY,05733,pending
5 BOOSKA CT,05491,pending
1075 MONKTON RD,05491,pending
770 INDIAN TRL,05733,pending
23 FERSON RD,05733,pending
598 KELSEY LN,05769,pending
106 PANTON RD,05491,pending
429 MAPLE ST,05769,pending
17 BOOTH WOODS,05491,pending
43 EAST ST,05491,pending
220 JENNA LN,05778,pending
21 SECOND ST,05491,pending
209 MAIN ST,05491,pending
86 MAIN ST,05491,pending
957 PLANK RD,05491,pending
425 WEST SHORE RD,05769,pending
43 NEW HAVEN RD,05491,pending
53 LAKEVIEW DR,05733,pending
29 NEW HAVEN RD,05491,pending
245 DAKIN RD,05456,pending
25 SCHOOLHOUSE RD,05769,pending
67 LAKEVIEW DR,05733,pending
9 WEST ST,05491,pending
134 HOLLOW TREE LN,05733,pending
46 LEICESTER WHITING RD,05778,pending
508 MIDDLEBROOK RD,05456,pending
38 MACDONOUGH DR,05491,pending
2456 US ROUTE 7,05733,pending
172 LAKE DUNMORE RD,05733,pending
122 COMMODORE DR,05491,pending
22 BOOTH WOODS,05491,pending
74 FERNVILLE RD,05733,pending
110 LAKE DUNMORE RD,05733,pending
21 HOPKINS RD,05491,pending
4256 US ROUTE 7,05456,pending
1221 MONKTON RD,05491,pending
69 MONKTON RD,05491,pending
228 MOUNTAINVIEW DR,05733,pending
594 INDIAN TRL,05733,pending
699 SWININGTON HILL RD,05733,pending
1764 FERN LAKE RD,05733,pending
179 SEAGUL CIR,05769,pending
256 MOUNTAINVIEW DR,05733,pending
83 MAIN ST,05491,pending
1661 HOOKER RD,05733,pending
18 BOWMAN RD,05491,pending
94 OLD ORCHARD WAY,05456,pending
1624 SHACKETT RD,05733,pending
5 N GREEN ST,05491,pending
294 MEMOE RD,05733,pending
148 HIGH MANOR PARK,05491,pending
53 BIRCH CT,05733,pending
86 S WATER ST,05491,pending
28 JEWELL LN,05456,pending
22 WATERHOUSE DR,05769,pending
2868 LEICESTER WHITING RD,05778,pending
76 NUTMEG LN,05769,pending
999 SHELLHOUSE MOUNTAIN RD,05456,pending
387 WEST SHORE RD,05769,pending
937 MIDDLEBROOK RD,05456,pending
120 HIGH MANOR PARK,05491,pending
37 OLD SAWMILL RD,05760,pending
480 US ROUTE 7,05733,pending
8 SCOVEL LN,05491,pending
1840 LEICESTER WHITING RD,05778,pending
43 S MAPLE ST,05491,pending
50 PINE HAVEN LN,05733,pending
22 GRISWOLD LN,05760,pending
54 EAST ST,05491,pending
15 S MAPLE ST,05491,pending
24 FIRST ST,05491,pending
2003 MIDDLEBROOK RD,05456,pending
181 SEAGUL CIR,05769,pending
68 S MAIN ST,05778,pending
185 MAIN ST,05491,pending
19 VICTORY ST,05491,pending
162 DOGWOOD DR,05733,pending
2313 US ROUTE 7,05733,pending
83 S WATER ST,05491,pending
39 FIRST ST,05491,pending
16 SUNSET DR,05491,pending
2668 US ROUTE 7,05733,pending
2642 US ROUTE 7,05733,pending
18 EAST ST,05491,pending
1190 FULLER MOUNTAIN RD,05473,pending
77 SCHOOL ST,05491,pending
330 LEISURE LN,05733,pending
1134 HOOKER RD,05733,pending
2018 US ROUTE 7,05733,pending
88 S MAPLE ST,05491,pending
179 A GREEN ST,05491,pending
100 S WATER ST,05491,pending
109 LAKEVIEW DR,05733,pending
38 OAK LN,05769,pending
3970 US ROUTE 7,05456,pending
588 ROUND BARN RD,05456,pending
8 MAIN ST,05491,pending
472 INDIAN TRL,05733,pending
4 CROSBY CT,05491,pending
44 N POND RD,05769,pending
377 SATTERLY RD,05456,pending
32 MONKTON RD,05491,pending
2086 LAKE DUNMORE RD,05769,pending
1503 US ROUTE 7,05769,pending
722 VT ROUTE 73,05760,pending
193 MAIN ST,05491,pending
26 SECOND ST,05491,pending
14 GRISWOLD LN,05760,pending
330 BUCKWHEAT ST,05456,pending
3187 MIDDLEBROOK RD,05456,pending
61 NEW HAVEN RD,05491,pending
3811 US ROUTE 7,05456,pending
973 MONKTON RD,05491,pending
103 HAWKINS RD,05456,pending
7 N GREEN ST,05491,pending
60 SCHOOL ST,05491,pending
100 MACDONOUGH DR,05491,pending
213 MAIN ST,05491,pending
5 WEST ST,05491,pending
1261 SATTERLY RD,05456,pending
100 OAK LN,05769,pending
313 ROBINSON RD,05456,pending
2039 LAKE DUNMORE RD,05733,pending
13 MACDONOUGH DR,05491,pending
1652 LEICESTER WHITING RD,05778,pending
1865 LAKE DUNMORE RD,05733,pending
17 PANTON RD,05491,pending
204 S MAPLE ST,05491,pending
14 MEADOW LN,05491,pending
108 MAIN ST,05491,pending
400 LITTLE CHICAGO RD,05456,pending
1202 GREEN ST,05491,pending
94 COMFORT HL,05491,pending
2 SUNSET DR,05491,pending
7 N MAIN ST,05778,pending
137 KELLEY CROSS RD,05769,pending
381 BUCKWHEAT ST,05456,pending
1558 LEICESTER WHITING RD,05733,pending
3537 US ROUTE 7,05456,pending
133 PARTRIDGE TRL,05733,pending
7 BOMBARD PL,05491,pending
12 PROSPECT ST,05491,pending
18 S WATER ST,05491,pending
55 NEW HAVEN RD,05491,pending
100 PINE LN,05769,pending
46 MAIN ST,05491,pending
488 PLANK RD,05491,pending
2110 HOOKER RD,05733,pending
385 QUIET LN,05769,pending
67 HOLLOW TREE LN,05733,pending
51 INDIAN TRL,05733,pending
653 SHACKETT RD,05733,pending
34 MOUNTAIN VIEW LN,05491,pending
2075 US ROUTE 7,05456,pending
1504 LEICESTER WHITING RD,05733,pending
937 WEST SHORE RD,05769,pending
2697 LEICESTER WHITING RD,05778,pending
94 MIDDLEBROOK RD,05456,pending
41 W MAIN ST,05491,pending
67 QUIET LN,05769,pending
25 W MAIN ST,05491,pending
34 WEST ST,05491,pending
75 S MAIN ST,05778,pending
226 PLANK RD,05491,pending
530 ROUND BARN RD,05456,pending
2 SECOND ST,05491,pending
1010 FERN LAKE RD,05733,pending
31 S WATER ST,05491,pending
8 UNION ST,05491,pending
688 WEST SHORE RD,05769,pending
10 SECOND ST,05491,pending
29 S MAPLE ST,05491,pending
9 SECOND ST,05491,pending
279 MAIN ST,05491,pending
53 BOOTH WOODS,05491,pending
84 COMMODORE DR,05491,pending
1312 FERN LAKE RD,05733,pending
7 MACDONOUGH DR,05491,pending
55 BOOTH WOODS,05491,pending
206 MAIN ST,05491,pending
73 PROSPECT ST,05769,pending
116 JENNA LN,05778,pending
338 KELSEY LN,05769,pending
183 GREEN ST,05491,pending
43 MOSS LN,05733,pending
36 FIRST ST,05491,pending
10 CROSBY RD,05778,pending
2046 WEST SHORE RD,05769,pending
22 MAPLE MNR,05491,pending
183 LAKEVIEW DR,05733,pending
1679 SHELLHOUSE MOUNTAIN RD,05456,pending
74 GREEN ST,05491,pending
2 BOWMAN RD,05491,pending
1256 LAKE DUNMORE RD,05733,pending
2 CROSBY CT,05491,pending
4 THOMAS CIR,05491,pending
59 EAST ST,05491,pending
272 SHELLHOUSE MOUNTAIN RD,05456,pending
96 W MAIN ST,05491,pending
330 KELSEY LN,05769,pending
295 MONKTON RD,05491,pending
9 S MAPLE ST,05491,pending
946 WEST SHORE RD,05769,pending
2228 HOOKER RD,05733,pending
17 HIGH ST,05491,pending
3322 SHELLHOUSE MOUNTAIN RD,05456,pending
5070 US ROUTE 7,05456,pending
71 W MAIN ST,05491,pending
935 MAPLE ST,05769,pending
156 PINE LN,05769,pending
435 RUSTIC LN,05769,pending
68 OAK LN,05769,pending
1971 US ROUTE 7,05456,pending
1805 LAKE DUNMORE RD,05733,pending
253 MAIN ST,05491,pending
155 S MAPLE ST,05491,pending
60 GREEN ST,05491,pending
17 SCHOOL ST,05491,pending
282 MAIN ST,05491,pending
48 FULLER MOUNTAIN RD,05456,pending
191 GREEN ST,05491,pending
1083 SHACKETT RD,05733,pending
734 FERSON RD,05733,pending
2 ADELE DR,05491,pending
659 MAPLE ST,05491,pending
863 MONKTON RD,05491,pending
103 DUNMORE ACRES DR,05733,pending
873 GREENBUSH RD,05743,pending
983 DORIE LN,05733,pending
132 LEICESTER WHITING RD,05778,pending
1350 US ROUTE 7,05733,pending
22 DUNMORE ACRES DR,05733,pending
959 FERN LAKE RD,05733,pending
247 MAIN ST,05491,pending
33 N MAIN ST,05778,pending
46 MONKTON RD,05491,pending
101 SHELLHOUSE MOUNTAIN RD,05456,pending
3 THIRD ST,05491,pending
56 LITTLE CHICAGO RD,05456,pending
45 OLD SAWMILL RD,05760,pending
644 DAKIN RD,05456,pending
125 LAKEVIEW DR,05733,pending
1245 HOOKER RD,05733,pending
185 GREEN ST,05491,pending
245 MAIN ST,05491,pending
74 SAGE CT,05733,pending
2655 LIME KILN RD,05472,pending
7686 ETHAN ALLEN HWY,05472,pending
2917 LAKE DUNMORE RD,05733,pending
82 SCHOOLHOUSE RD,05769,pending
2072 WEST SHORE RD,05769,pending
3747 SAND RD,05456,pending
7 RIDGEVIEW DR,05491,pending
80 OAK HILL LN,05733,pending
301 WEST SHORE RD,05769,pending
18 FIRST ST,05491,pending
1 COVENTRY LN,05491,pending
654 INDIAN TRL,05733,pending
2302 FERN LAKE RD,05733,pending
1526 US ROUTE 7,05733,pending
1344 LAKE DUNMORE RD,05733,pending
603 KELSEY LN,05733,pending
2514 LIME KILN RD,05472,pending
23 SECOND ST,05491,pending
30 WEST ST,05491,pending
34 MCKNIGHT LN,05491,pending
124 PINE LN,05769,pending
1627 SHACKETT RD,05733,pending
1248 MAPLE ST,05491,pending
41 S WATER ST,05491,pending
898 DELORM RD,05733,pending
52 S WATER ST,05491,pending
2450 LAKE DUNMORE RD,05733,pending
65 MAIN ST,05491,pending
283 MAIN ST,05491,pending
632 MIDDLEBROOK RD,05456,pending
635 MAPLE ST,05769,pending
4 CRESCENT DR,05491,pending
163 WESTSIDE DR,05733,pending
65 OLD LEDGE LN,05743,pending
946 MIDDLEBROOK RD,05456,pending
19 SECOND ST,05491,pending
27 YOUNG RD,05760,pending
1133 MONKTON RD,05491,pending
30 NEW HAVEN RD,05491,pending
154 GREEN ST,05491,pending
67 MIDDLEBROOK RD,05456,pending
1807 US ROUTE 7,05733,pending
780 SHACKETT RD,05733,pending
2 BOOSKA CT,05491,pending
1847 LAKE DUNMORE RD,05769,pending
176 S MAPLE ST,05491,pending
0 DIAMOND IS,,pending
825 SWININGTON HILL RD,05733,pending
20 SUNSET DR,05491,pending
516 MAPLE ST,05769,pending
1293 US ROUTE 7,05733,pending
133 PINE LN,05769,pending
33 SCHOOL ST,05491,pending
54 SCHOOL ST,05491,pending
179 MAIN ST,05491,pending
261 WINDING WAY,05733,pending
21 BOWMAN RD,05491,pending
425 HAWKINS RD,05456,pending
110 S MAPLE ST,05491,pending
3238 US ROUTE 7,05456,pending
15 HILLSIDE ACRES,05491,pending
25 EAST ST,05491,pending
10 CATARACT PL,05491,pending
446 BUCKWHEAT ST,05456,pending
23 BOOTH WOODS,05491,pending
1962 US ROUTE 7,05733,pending
49 SCHOOL ST,05491,pending
2628 LEICESTER WHITING RD,05778,pending
17 NEW HAVEN RD,05491,pending
300 MAIN ST,05491,pending
401 SAND RD,05456,pending
19 MOUNTAIN MDWS,05456,pending
3 DEPOT RD,05491,pending
552 CLARK WOODS RD,05491,pending
26 MAIN ST,05491,pending
981 DORIE LN,05733,pending
418 GREEN MEADOW LN,05743,pending
5 CATARACT PL,05491,pending
4 SECOND ST,05491,pending
163 S MAPLE ST,05491,pending
1045 SATTERLY RD,05456,pending
710 DAKIN RD,05456,pending
1325 LAKE DUNMORE RD,05733,pending
13 LEICESTER WHITING RD,05778,pending
1042 FULLER MOUNTAIN RD,05743,pending
44 MACDONOUGH DR,05491,pending
24 HILLSIDE ACRES,05491,pending
149 GREEN ST,05491,pending
1237 GREEN ST,05491,pending
949 MAPLE ST,05769,pending
1058 GREEN ST,05491,pending
2 DEPOT RD,05491,pending
17 COMFORT HL,05491,pending
1549 SHELLHOUSE MOUNTAIN RD,05456,pending
110 PANTON RD,05491,pending
40 FERNVILLE RD,05733,pending
288 SAND RD,05456,pending
